id,sku,name,category_id,subcategory,description,brand,manufacturer,unit_of_measure,quantity_on_hand,minimum_stock,reorder_point,reorder_quantity,unit_cost,supplier_id,primary_location_id,bin_location,status_override,is_active,notes,created_at,updated_at,base_item_name,size_label,size_sort_value
106,RIG-COMP-CONN-1250,"1-1/4"" Rigid Compression Connector",2,Rigid,,Allied Tube,Atkore,FT,2500,750,1000,1250,0.45,1,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Rigid Compression Connector,"1-1/4""",1250
107,RIG-COMP-CONN-1500,"1-1/2"" Rigid Compression Connector",2,Rigid,,Allied Tube,Atkore,FT,2500,750,1000,1250,0.45,1,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Rigid Compression Connector,"1-1/2""",1500
108,RIG-COMP-CONN-2000,"2"" Rigid Compression Connector",2,Rigid,,Allied Tube,Atkore,FT,2500,750,1000,1250,0.45,1,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Rigid Compression Connector,"2""",2000
109,RIG-COMP-CONN-3000,"3"" Rigid Compression Connector",2,Rigid,,Allied Tube,Atkore,FT,2500,750,1000,1250,0.45,1,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Rigid Compression Connector,"3""",3000
110,RIG-COMP-CONN-4000,"4"" Rigid Compression Connector",2,Rigid,,Allied Tube,Atkore,FT,2500,750,1000,1250,0.45,1,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Rigid Compression Connector,"4""",4000
111,RIG-COMP-CONN-6000,"6"" Rigid Compression Connector",2,Rigid,,Allied Tube,Atkore,FT,2500,750,1000,1250,0.45,1,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Rigid Compression Connector,"6""",6000
112,RIG-ELB-90-1250,"1-1/4"" Rigid Elbow 90°",2,Rigid,,Allied Tube,Atkore,FT,2500,750,1000,1250,0.45,1,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Rigid Elbow 90°,"1-1/4""",1250
113,RIG-ELB-90-1500,"1-1/2"" Rigid Elbow 90°",2,Rigid,,Allied Tube,Atkore,FT,2500,750,1000,1250,0.45,1,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Rigid Elbow 90°,"1-1/2""",1500
114,RIG-ELB-90-2000,"2"" Rigid Elbow 90°",2,Rigid,,Allied Tube,Atkore,FT,2500,750,1000,1250,0.45,1,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Rigid Elbow 90°,"2""",2000
115,RIG-ELB-90-3000,"3"" Rigid Elbow 90°",2,Rigid,,Allied Tube,Atkore,FT,2500,750,1000,1250,0.45,1,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Rigid Elbow 90°,"3""",3000
116,RIG-ELB-90-4000,"4"" Rigid Elbow 90°",2,Rigid,,Allied Tube,Atkore,FT,2500,750,1000,1250,0.45,1,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Rigid Elbow 90°,"4""",4000
117,RIG-ELB-90-6000,"6"" Rigid Elbow 90°",2,Rigid,,Allied Tube,Atkore,FT,2500,750,1000,1250,0.45,1,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Rigid Elbow 90°,"6""",6000
118,PVC-750,"3/4"" PVC Conduit",2,PVC,,Allied Tube,Atkore,FT,2500,750,1000,1250,0.45,1,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",PVC Conduit,"3/4""",750
119,PVC-1000,"1"" PVC Conduit",2,PVC,,Allied Tube,Atkore,FT,2500,750,1000,1250,0.45,1,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",PVC Conduit,"1""",1000
120,PVC-1250,"1-1/4"" PVC Conduit",2,PVC,,Allied Tube,Atkore,FT,2500,750,1000,1250,0.45,1,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",PVC Conduit,"1-1/4""",1250
121,PVC-1500,"1-1/2"" PVC Conduit",2,PVC,,Allied Tube,Atkore,FT,2500,750,1000,1250,0.45,1,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",PVC Conduit,"1-1/2""",1500
122,PVC-2000,"2"" PVC Conduit",2,PVC,,Allied Tube,Atkore,FT,2500,750,1000,1250,0.45,1,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",PVC Conduit,"2""",2000
123,PVC-3000,"3"" PVC Conduit",2,PVC,,Allied Tube,Atkore,FT,2500,750,1000,1250,0.45,1,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",PVC Conduit,"3""",3000
124,PVC-4000,"4"" PVC Conduit",2,PVC,,Allied Tube,Atkore,FT,2500,750,1000,1250,0.45,1,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",PVC Conduit,"4""",4000
125,PVC-6000,"6"" PVC Conduit",2,PVC,,Allied Tube,Atkore,FT,2500,750,1000,1250,0.45,1,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",PVC Conduit,"6""",6000
126,PVC-CONN-750,"3/4"" PVC Connector",2,PVC,,Allied Tube,Atkore,FT,2500,750,1000,1250,0.45,1,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",PVC Connector,"3/4""",750
127,PVC-CONN-1000,"1"" PVC Connector",2,PVC,,Allied Tube,Atkore,FT,2500,750,1000,1250,0.45,1,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",PVC Connector,"1""",1000
128,PVC-CONN-1250,"1-1/4"" PVC Connector",2,PVC,,Allied Tube,Atkore,FT,2500,750,1000,1250,0.45,1,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",PVC Connector,"1-1/4""",1250
129,PVC-CONN-1500,"1-1/2"" PVC Connector",2,PVC,,Allied Tube,Atkore,FT,2500,750,1000,1250,0.45,1,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",PVC Connector,"1-1/2""",1500
130,PVC-CONN-2000,"2"" PVC Connector",2,PVC,,Allied Tube,Atkore,FT,2500,750,1000,1250,0.45,1,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",PVC Connector,"2""",2000
131,PVC-CONN-3000,"3"" PVC Connector",2,PVC,,Allied Tube,Atkore,FT,2500,750,1000,1250,0.45,1,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",PVC Connector,"3""",3000
132,PVC-CONN-4000,"4"" PVC Connector",2,PVC,,Allied Tube,Atkore,FT,2500,750,1000,1250,0.45,1,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",PVC Connector,"4""",4000
133,PVC-CONN-6000,"6"" PVC Connector",2,PVC,,Allied Tube,Atkore,FT,2500,750,1000,1250,0.45,1,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",PVC Connector,"6""",6000
134,PVC-CPL-750,"3/4"" PVC Coupling",2,PVC,,Allied Tube,Atkore,FT,2500,750,1000,1250,0.45,1,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",PVC Coupling,"3/4""",750
135,PVC-CPL-1000,"1"" PVC Coupling",2,PVC,,Allied Tube,Atkore,FT,2500,750,1000,1250,0.45,1,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",PVC Coupling,"1""",1000
136,PVC-CPL-1250,"1-1/4"" PVC Coupling",2,PVC,,Allied Tube,Atkore,FT,2500,750,1000,1250,0.45,1,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",PVC Coupling,"1-1/4""",1250
137,PVC-CPL-1500,"1-1/2"" PVC Coupling",2,PVC,,Allied Tube,Atkore,FT,2500,750,1000,1250,0.45,1,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",PVC Coupling,"1-1/2""",1500
138,PVC-CPL-2000,"2"" PVC Coupling",2,PVC,,Allied Tube,Atkore,FT,2500,750,1000,1250,0.45,1,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",PVC Coupling,"2""",2000
139,PVC-CPL-3000,"3"" PVC Coupling",2,PVC,,Allied Tube,Atkore,FT,2500,750,1000,1250,0.45,1,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",PVC Coupling,"3""",3000
140,PVC-CPL-4000,"4"" PVC Coupling",2,PVC,,Allied Tube,Atkore,FT,2500,750,1000,1250,0.45,1,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",PVC Coupling,"4""",4000
141,PVC-CPL-6000,"6"" PVC Coupling",2,PVC,,Allied Tube,Atkore,FT,2500,750,1000,1250,0.45,1,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",PVC Coupling,"6""",6000
142,PBUSH-500,"1/2"" Plastic Bushing",2,Fittings,,Allied Tube,Atkore,FT,2500,750,1000,1250,0.45,1,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Plastic Bushing,"1/2""",500
143,PBUSH-750,"3/4"" Plastic Bushing",2,Fittings,,Allied Tube,Atkore,FT,2500,750,1000,1250,0.45,1,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Plastic Bushing,"3/4""",750
144,PBUSH-1000,"1"" Plastic Bushing",2,Fittings,,Allied Tube,Atkore,FT,2500,750,1000,1250,0.45,1,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Plastic Bushing,"1""",1000
145,PBUSH-1250,"1-1/4"" Plastic Bushing",2,Fittings,,Allied Tube,Atkore,FT,2500,750,1000,1250,0.45,1,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Plastic Bushing,"1-1/4""",1250
146,PBUSH-1500,"1-1/2"" Plastic Bushing",2,Fittings,,Allied Tube,Atkore,FT,2500,750,1000,1250,0.45,1,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Plastic Bushing,"1-1/2""",1500
147,PBUSH-2000,"2"" Plastic Bushing",2,Fittings,,Allied Tube,Atkore,FT,2500,750,1000,1250,0.45,1,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Plastic Bushing,"2""",2000
148,PBUSH-3000,"3"" Plastic Bushing",2,Fittings,,Allied Tube,Atkore,FT,2500,750,1000,1250,0.45,1,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Plastic Bushing,"3""",3000
149,PBUSH-4000,"4"" Plastic Bushing",2,Fittings,,Allied Tube,Atkore,FT,2500,750,1000,1250,0.45,1,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Plastic Bushing,"4""",4000
150,PBUSH-6000,"6"" Plastic Bushing",2,Fittings,,Allied Tube,Atkore,FT,2500,750,1000,1250,0.45,1,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Plastic Bushing,"6""",6000
151,GBUSH-500,"1/2"" Ground Bushing",2,Fittings,,Allied Tube,Atkore,FT,2500,750,1000,1250,0.45,1,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Ground Bushing,"1/2""",500
152,GBUSH-750,"3/4"" Ground Bushing",2,Fittings,,Allied Tube,Atkore,FT,2500,750,1000,1250,0.45,1,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Ground Bushing,"3/4""",750
153,GBUSH-1000,"1"" Ground Bushing",2,Fittings,,Allied Tube,Atkore,FT,2500,750,1000,1250,0.45,1,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Ground Bushing,"1""",1000
154,GBUSH-1250,"1-1/4"" Ground Bushing",2,Fittings,,Allied Tube,Atkore,FT,2500,750,1000,1250,0.45,1,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Ground Bushing,"1-1/4""",1250
155,GBUSH-1500,"1-1/2"" Ground Bushing",2,Fittings,,Allied Tube,Atkore,FT,2500,750,1000,1250,0.45,1,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Ground Bushing,"1-1/2""",1500
156,GBUSH-2000,"2"" Ground Bushing",2,Fittings,,Allied Tube,Atkore,FT,2500,750,1000,1250,0.45,1,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Ground Bushing,"2""",2000
157,GBUSH-3000,"3"" Ground Bushing",2,Fittings,,Allied Tube,Atkore,FT,2500,750,1000,1250,0.45,1,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Ground Bushing,"3""",3000
158,GBUSH-4000,"4"" Ground Bushing",2,Fittings,,Allied Tube,Atkore,FT,2500,750,1000,1250,0.45,1,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Ground Bushing,"4""",4000
159,GBUSH-6000,"6"" Ground Bushing",2,Fittings,,Allied Tube,Atkore,FT,2500,750,1000,1250,0.45,1,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Ground Bushing,"6""",6000
160,LKN-500,"1/2"" Locknut",2,Fittings,,Allied Tube,Atkore,FT,2500,750,1000,1250,0.45,1,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Locknut,"1/2""",500
161,LKN-750,"3/4"" Locknut",2,Fittings,,Allied Tube,Atkore,FT,2500,750,1000,1250,0.45,1,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Locknut,"3/4""",750
162,LKN-1000,"1"" Locknut",2,Fittings,,Allied Tube,Atkore,FT,2500,750,1000,1250,0.45,1,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Locknut,"1""",1000
163,LKN-1250,"1-1/4"" Locknut",2,Fittings,,Allied Tube,Atkore,FT,2500,750,1000,1250,0.45,1,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Locknut,"1-1/4""",1250
164,LKN-1500,"1-1/2"" Locknut",2,Fittings,,Allied Tube,Atkore,FT,2500,750,1000,1250,0.45,1,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Locknut,"1-1/2""",1500
165,LKN-2000,"2"" Locknut",2,Fittings,,Allied Tube,Atkore,FT,2500,750,1000,1250,0.45,1,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Locknut,"2""",2000
166,LKN-3000,"3"" Locknut",2,Fittings,,Allied Tube,Atkore,FT,2500,750,1000,1250,0.45,1,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Locknut,"3""",3000
167,LKN-4000,"4"" Locknut",2,Fittings,,Allied Tube,Atkore,FT,2500,750,1000,1250,0.45,1,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Locknut,"4""",4000
168,LKN-6000,"6"" Locknut",2,Fittings,,Allied Tube,Atkore,FT,2500,750,1000,1250,0.45,1,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Locknut,"6""",6000
169,CORNER-ANGLE-2H,Corner Angle 2-Hole,3,Fittings,,Unistrut,Atkore,FT,800,150,250,500,2.15,2,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Corner Angle,Standard,1000
170,CORNER-ANGLE-4H,Corner Angle 4-Hole,3,Fittings,,Unistrut,Atkore,FT,800,150,250,500,2.15,2,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Corner Angle,Standard,1000
171,STRUT-158SOLID,"Strut Channel 1-5/8"" Solid",3,Strut,,Unistrut,Atkore,FT,800,150,250,500,2.15,2,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Strut Channel,"1-5/8"" Solid",1581
172,STRUT-158,"Strut Channel 1-5/8"" Slotted",3,Strut,,Unistrut,Atkore,FT,800,150,250,500,2.15,2,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Strut Channel,"1-5/8"" Slotted",1625
173,STRUT-158BACKT,"Strut Channel 1-5/8"" Back-to-Back Slotted",3,Strut,,Unistrut,Atkore,FT,300,150,250,500,4.8,2,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Strut Channel,"1-5/8"" Back-to-Back Slotted",1628
174,TR-1-4,"Thread Rod 1/4""",3,Supports,,Unistrut,Atkore,FT,600,150,250,500,0.55,2,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Thread Rod,"1/4""",250
175,TR-3-8,"Thread Rod 3/8""",3,Supports,,Unistrut,Atkore,FT,1000,150,250,500,0.75,2,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Thread Rod,"3/8""",375
176,TR-050,"Thread Rod 1/2""",3,Supports,,Unistrut,Atkore,FT,1000,150,250,500,1.1,2,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Thread Rod,"1/2""",500
177,TR-058,"Thread Rod 5/8""",3,Supports,,Unistrut,Atkore,FT,600,150,250,500,1.85,2,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Thread Rod,"5/8""",625
178,STRUT-NUT-1-4,"Spring Nut 1/4""",3,Hardware,,Unistrut,Atkore,EA,250,80,120,250,0.44,2,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Spring Nut,"1/4""",250
179,STRUT-NUT-3-8,"Spring Nut 3/8""",3,Hardware,,Unistrut,Atkore,EA,500,80,120,250,0.48,2,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Spring Nut,"3/8""",375
180,STRUT-NUT-050,"Spring Nut 1/2""",3,Hardware,,Unistrut,Atkore,EA,500,80,120,250,0.52,2,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Spring Nut,"1/2""",500
181,STRUT-NUT-058,"Spring Nut 5/8""",3,Hardware,,Unistrut,Atkore,EA,250,80,120,250,0.57,2,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Spring Nut,"5/8""",625
182,ROD-CPL-1-4,"Rod Coupling 1/4""",3,Hardware,,Unistrut,Atkore,EA,200,40,60,120,0.62,2,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Rod Coupling,"1/4""",250
183,ROD-CPL-3-8,"Rod Coupling 3/8""",3,Hardware,,Unistrut,Atkore,EA,200,40,60,120,0.69,2,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Rod Coupling,"3/8""",375
184,ROD-CPL-050,"Rod Coupling 1/2""",3,Hardware,,Unistrut,Atkore,EA,200,40,60,120,0.75,2,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Rod Coupling,"1/2""",500
185,ROD-CPL-058,"Rod Coupling 5/8""",3,Hardware,,Unistrut,Atkore,EA,200,40,60,120,0.81,2,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Rod Coupling,"5/8""",625
186,BEAM-CLAMP-LARGE,Beam Clamp Large,3,Hardware,,Unistrut,Atkore,EA,120,25,40,80,3.25,2,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Beam Clamp Large,Standard,1
187,PIPE-CLAMP-075,"3/4"" Pipe Clamp",3,Supports,,Minerallac,Atkore,EA,160,10,20,40,0.9,2,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Pipe Clamp,"3/4""",750
188,PIPE-CLAMP-100,"1"" Pipe Clamp",3,Supports,,Minerallac,Atkore,EA,106,10,20,40,1.3,2,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Pipe Clamp,"1""",1000
189,PIPE-CLAMP-125,"1-1/4"" Pipe Clamp",3,Supports,,Minerallac,Atkore,EA,80,10,20,40,1.71,2,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Pipe Clamp,"1-1/4""",1250
190,PIPE-CLAMP-150,"1-1/2"" Pipe Clamp",3,Supports,,Minerallac,Atkore,EA,64,10,20,40,2.12,2,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Pipe Clamp,"1-1/2""",1500
191,PIPE-CLAMP-200,"2"" Pipe Clamp",3,Supports,,Minerallac,Atkore,EA,53,10,20,40,2.52,2,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Pipe Clamp,"2""",2000
192,PIPE-CLAMP-300,"3"" Pipe Clamp",3,Supports,,Minerallac,Atkore,EA,45,10,20,40,2.93,2,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Pipe Clamp,"3""",3000
193,PIPE-CLAMP-400,"4"" Pipe Clamp",3,Supports,,Minerallac,Atkore,EA,40,10,20,40,3.33,2,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Pipe Clamp,"4""",4000
194,PIPE-CLAMP-600,"6"" Pipe Clamp",3,Supports,,Minerallac,Atkore,EA,35,10,20,40,3.74,2,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Pipe Clamp,"6""",6000
195,POST-BASE,Post Base,3,Hardware,,Unistrut,Atkore,EA,120,25,40,80,6.5,2,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Post Base,Standard,1
196,STRUT-WASHER,Strut Washer,3,Hardware,,Unistrut,Atkore,EA,120,25,40,80,0.28,2,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Strut Washer,Standard,1
224,CAT6-CABLE-BLUE-BOX,Cat6 Cable Blue Box,4,Cable,,Southwire,Southwire,BOX,20,5,8,12,165.0,3,2,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Cat6 Cable,Blue,500
225,CONTROL-CABLE-18-2,Control Cable 18/2,4,Cable,,Southwire,Southwire,FT,250,50,80,150,0.58,3,2,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Control Cable,18/2,500
226,CONTROL-CABLE-18-4,Control Cable 18/4,4,Cable,,Southwire,Southwire,FT,250,50,80,150,0.82,3,2,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Control Cable,18/4,500
227,SOOW-CABLE-10-4,SOOW Cable 10/4,4,Cable,,Southwire,Southwire,FT,250,50,80,150,3.95,3,2,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",SOOW Cable,10/4,500
228,SOOW-CABLE-6-4,SOOW Cable 6/4,4,Cable,,Southwire,Southwire,FT,250,50,80,150,7.2,3,2,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",SOOW Cable,6/4,500
229,PLT-DEC-WH,Wall Plate Decora White,5,Devices,,Leviton,Leviton,EA,60,25,40,100,0.55,4,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Wall Plate Decora,White,1
230,PLT-DUP-WH,Wall Plate Duplex White,5,Devices,,Leviton,Leviton,EA,60,25,40,100,0.55,4,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Wall Plate Duplex,White,1
231,PLT-GFCI-WH,Wall Plate GFCI White,5,Devices,,Leviton,Leviton,EA,60,25,40,100,0.65,4,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Wall Plate GFCI,White,1
232,PLT-TGL-WH,Wall Plate Toggle White,5,Devices,,Leviton,Leviton,EA,60,25,40,100,0.45,4,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Wall Plate Toggle,White,1
233,REC-DEC-15A,Decora Receptacle 15A,5,Devices,,Leviton,Leviton,EA,150,25,40,100,3.1,4,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Decora Receptacle,15A,15
234,REC-DUP-15A,Duplex Receptacle 15A,5,Devices,,Leviton,Leviton,EA,150,25,40,100,2.25,4,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Duplex Receptacle,15A,15
235,SW-4W-15A,Four-Way Switch 15A,5,Devices,,Leviton,Leviton,EA,150,25,40,100,5.1,4,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Four-Way Switch,15A,15
236,REC-GFCI-15A,GFCI Receptacle 15A,5,Devices,,Leviton,Leviton,EA,150,25,40,100,14.5,4,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",GFCI Receptacle,15A,15
237,SW-SP-15A,Single Pole Switch 15A,5,Devices,,Leviton,Leviton,EA,150,25,40,100,2.95,4,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Single Pole Switch,15A,15
238,SW-3W-15A,Three-Way Switch 15A,5,Devices,,Leviton,Leviton,EA,150,25,40,100,4.1,4,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Three-Way Switch,15A,15
239,REC-DEC-20A,Decora Receptacle 20A,5,Devices,,Leviton,Leviton,EA,150,25,40,100,3.4,4,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Decora Receptacle,20A,20
240,SW-DP-20A,Double Pole Switch 20A,5,Devices,,Leviton,Leviton,EA,150,25,40,100,6.75,4,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Double Pole Switch,20A,20
241,REC-DUP-20A,Duplex Receptacle 20A,5,Devices,,Leviton,Leviton,EA,150,25,40,100,2.65,4,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",Duplex Receptacle,20A,20
242,REC-GFCI-20A,GFCI Receptacle 20A,5,Devices,,Leviton,Leviton,EA,150,25,40,100,15.5,4,1,,,true,,"""2026-03-03T14:19:38.281Z""","""2026-03-03T14:19:38.281Z""",GFCI Receptacle,20A,20
